TF,Target,Sign
Rv0678,Rv0692,1
Rv0678,Rv0726c,1
Rv0678,Rv0748,-1
Rv0678,Rv0821c,-1
Rv0678,Rv0848,1
Rv0678,Rv0849,1
Rv0678,Rv0850,1
Rv0678,Rv0890c,1
Rv0678,Rv0891c,1
Rv0678,Rv0892,1
Rv0678,Rv0928,1
Rv0678,Rv0956,1
Rv0678,Rv0957,1
Rv0678,Rv0963c,1
Rv0678,Rv0985c,1
Rv0678,Rv1005c,-1
Rv0678,Rv1013,1
Rv0678,Rv1032c,-1
Rv0678,Rv1033c,-1
Rv0678,Rv1128c,1
Rv0678,Rv1129c,1
Rv0678,Rv1130,-1
Rv0678,Rv1131,-1
Rv0678,Rv1148c,1
Rv0678,Rv1218c,1
Rv0678,Rv1219c,1
Rv0678,Rv1230c,-1
Rv0678,Rv1268c,1
Rv0678,Rv1352,1
Rv0678,Rv1362c,1
Rv0678,Rv1363c,1
Rv0678,Rv1374c,-1
Rv0678,Rv1455,1
Rv0678,Rv1460,1
Rv0678,Rv1461,1
Rv0678,Rv1462,1
Rv0678,Rv1463,1
Rv0678,Rv1474c,-1
Rv0678,Rv1497,-1
Rv0678,Rv1503c,-1
Rv0678,Rv1504c,1
Rv0678,Rv1509,1
Rv0678,Rv1521,-1
Rv0678,Rv1562c,1
Rv0678,Rv1563c,1
Rv0678,Rv1564c,1
Rv0678,Rv1579c,1
Rv0678,Rv1652,1
Rv0678,Rv1654,1
Rv0678,Rv1666c,1
Rv0678,Rv1667c,1
Rv0678,Rv1668c,1
Rv0678,Rv1669,1
Rv0678,Rv1670,1
Rv0678,Rv1671,1
Rv0678,Rv1685c,1
Rv0678,Rv1686c,1
Rv0678,Rv1760,1
Rv0678,Rv1774,1
Rv0678,Rv1786,1
Rv0678,Rv1808,1
Rv0678,Rv1861,1
Rv0678,Rv1874,1
Rv0678,Rv1875,1
Rv0678,Rv1886c,1
Rv0678,Rv1895,1
Rv0678,Rv1931c,1
Rv0678,Rv1943c,1
Rv0678,Rv1944c,1
Rv0678,Rv1945,1
Rv0678,Rv1950c,1
Rv0678,Rv1964,1
Rv0678,Rv1965,1
Rv0678,Rv1974,1
Rv0678,Rv1975,1
Rv0678,Rv1977,-1
Rv0678,Rv1978,1
Rv0678,Rv1981c,1
Rv0678,Rv1986,1
Rv0678,Rv2006,1
Rv0678,Rv2057c,1
Rv0678,Rv2060,-1
Rv0678,Rv2116,1
Rv0678,Rv2117,1
Rv0678,Rv2172c,-1
Rv0678,Rv2173,1
Rv0678,Rv2256c,-1
Rv0678,Rv2267c,1
Rv0678,Rv2268c,1
Rv0678,Rv2270,1
Rv0678,Rv2271,1
Rv0678,Rv2307B,1
Rv0678,Rv2323c,1
Rv0678,Rv2330c,1
Rv0678,Rv2332,1
Rv0678,Rv2336,-1
Rv0678,Rv2381c,1
Rv0678,Rv2382c,1
Rv0678,Rv2383c,1
Rv0678,Rv2384,1
Rv0678,Rv2387,-1
Rv0678,Rv2404c,1
Rv0678,Rv2460c,1
Rv0678,Rv2517c,1
Rv0678,Rv2530A,-1
Rv0678,Rv2560,1
Rv0678,Rv2638,1
Rv0678,Rv2663,1
Rv0678,Rv2665,-1
Rv0678,Rv2667,1
Rv0678,Rv2699c,1
Rv0678,Rv2705c,1
Rv0678,Rv2730,1
Rv0678,Rv2731,1
Rv0678,Rv2768c,1
Rv0678,Rv2787,1
Rv0678,Rv2803,-1
Rv0678,Rv2875,1
Rv0678,Rv2884,-1
Rv0678,Rv2904c,-1
Rv0678,Rv2905,-1
Rv0678,Rv3019c,-1
Rv0678,Rv3023c,-1
Rv0678,Rv3065,1
Rv0678,Rv3066,1
Rv0678,Rv3250c,1
Rv0678,Rv3251c,1
Rv0678,Rv3353c,1
Rv0678,Rv3354,1
Rv0678,Rv3502c,1
Rv0678,Rv3503c,1
Rv0678,Rv3504,1
Rv0678,Rv3505,1
Rv0678,Rv3526,1
Rv0678,Rv3527,1
Rv0678,Rv3566c,-1
Rv0678,Rv3567c,-1
Rv0678,Rv3568c,-1
Rv0678,Rv3569c,-1
Rv0678,Rv3570c,-1
Rv0678,Rv3571,1
Rv0678,Rv3572,1
Rv0678,Rv3598c,1
Rv0678,Rv3601c,1
Rv0678,Rv3673c,-1
Rv0678,Rv3674c,-1
Rv0678,Rv3681c,1
Rv0678,Rv3706c,-1
Rv0678,Rv3714c,1
Rv0678,Rv3717,-1
Rv0678,Rv3734c,1
Rv0678,Rv3756c,-1
Rv0678,Rv3757c,-1
Rv0678,Rv3758c,-1
Rv0678,Rv3852,-1
Rv0681,Rv3529c,1
Rv0681,Rv3530c,1
Rv0681,Rv3531c,1
Rv0681,Rv3540c,1
Rv0681,Rv3541c,1
Rv0681,Rv3542c,1
Rv0681,Rv3543c,1
Rv0681,Rv3544c,1
Rv0681,Rv3545c,1
Rv0681,Rv3546,1
Rv0681,Rv3571,1
Rv0691c,Rv0069c,-1
Rv0691c,Rv0070c,-1
Rv0691c,Rv0181c,1
Rv0691c,Rv0244c,1
Rv0691c,Rv0245,1
Rv0691c,Rv0350,1
Rv0691c,Rv0351,1
Rv0691c,Rv0352,1
Rv0691c,Rv0353,1
Rv0691c,Rv0441c,-1
Rv0691c,Rv0442c,-1
Rv0691c,Rv0532,-1
Rv0691c,Rv0691c,1
Rv0691c,Rv0692,-1
Rv0691c,Rv0693,-1
Rv0691c,Rv0694,-1
Rv0691c,Rv0891c,1
Rv0691c,Rv1001,-1
Rv0691c,Rv1007c,-1
Rv0691c,Rv1008,-1
Rv0691c,Rv1090,1
Rv0691c,Rv1265,1
Rv0691c,Rv1319c,1
Rv0691c,Rv1320c,1
Rv0691c,Rv1408,1
Rv0691c,Rv1503c,1
Rv0691c,Rv1504c,1
Rv0691c,Rv1765A,1
Rv0691c,Rv1798,1
Rv0691c,Rv1818c,-1
Rv0691c,Rv2226,-1
Rv0691c,Rv2331,1
Rv0691c,Rv2331A,1
Rv0691c,Rv2332,1
Rv0691c,Rv2567,-1
Rv0691c,Rv2777c,1
Rv0691c,Rv2862c,1
Rv0691c,Rv3492c,1
Rv0691c,Rv3500c,-1
Rv0691c,Rv3529c,1
Rv0691c,Rv3530c,1
Rv0691c,Rv3601c,1
Rv0691c,Rv3870,1
Rv0691c,Rv3872,1
Rv0691c,Rv3918c,1
Rv0691c,Rv3919c,1
Rv0757,Rv0055,-1
Rv0757,Rv0056,-1
Rv0757,Rv0057,-1
Rv0757,Rv0058,-1
Rv0757,Rv0112,1
Rv0757,Rv0114,1
Rv0757,Rv0115,1
Rv0757,Rv0167,-1
Rv0757,Rv0168,-1
Rv0757,Rv0169,-1
Rv0757,Rv0170,-1
Rv0757,Rv0171,-1
Rv0757,Rv0172,-1
Rv0757,Rv0173,-1
Rv0757,Rv0207c,-1
Rv0757,Rv0211,-1
Rv0757,Rv0230c,-1
Rv0757,Rv0251c,-1
Rv0757,Rv0252,1
Rv0757,Rv0253,1
Rv0757,Rv0674,1
Rv0757,Rv0757,1
Rv0757,Rv0789c,1
Rv0757,Rv0821c,1
Rv0757,Rv1013,-1
Rv0757,Rv1102c,-1
Rv0757,Rv1103c,-1
Rv0757,Rv1180,1
Rv0757,Rv1184c,1
Rv0757,Rv1302,1
Rv0757,Rv1388,-1
Rv0757,Rv1392,1
Rv0757,Rv1517,1
Rv0757,Rv1518,1
Rv0757,Rv1519,1
Rv0757,Rv1520,1
Rv0757,Rv1535,-1
Rv0757,Rv2124c,1
Rv0757,Rv2135c,1
Rv0757,Rv2136c,1
Rv0757,Rv2137c,1
Rv0757,Rv2138,-1
Rv0757,Rv2243,-1
Rv0757,Rv2287,-1
Rv0757,Rv2288,-1
Rv0757,Rv2289,-1
Rv0757,Rv2307B,-1
Rv0757,Rv2331,1
Rv0757,Rv2331A,1
Rv0757,Rv2332,1
Rv0757,Rv2340c,-1
Rv0757,Rv2376c,-1
Rv0757,Rv2389c,1
Rv0757,Rv2390c,1
Rv0757,Rv2391,1
Rv0757,Rv2392,1
Rv0757,Rv2393,1
Rv0757,Rv2394,1
Rv0757,Rv2579,-1
Rv0757,Rv2581c,-1
Rv0757,Rv2582,-1
Rv0757,Rv2583c,1
Rv0757,Rv2584c,1
Rv0757,Rv2590,1
Rv0757,Rv2633c,-1
Rv0757,Rv2768c,-1
Rv0757,Rv2779c,1
Rv0757,Rv2780,-1
Rv0757,Rv2904c,-1
Rv0757,Rv2905,1
Rv0757,Rv2971,-1
Rv0757,Rv3116,-1
Rv0757,Rv3118,-1
Rv0757,Rv3119,-1
Rv0757,Rv3120,-1
Rv0757,Rv3197,1
Rv0757,Rv3312A,-1
Rv0757,Rv3478,-1
Rv0757,Rv3500c,-1
Rv0757,Rv3501c,-1
Rv0757,Rv3750c,-1
Rv0757,Rv3767c,1
Rv0757,Rv3768,-1
Rv0757,Rv3779,-1
Rv0757,Rv3780,-1
Rv0757,Rv3783,1
Rv0757,Rv3804c,-1
Rv0757,Rv3825c,1
Rv0767c,Rv0042c,-1
Rv0767c,Rv0207c,-1
Rv0767c,Rv0208c,-1
Rv0767c,Rv0217c,-1
Rv0767c,Rv0311,-1
Rv0767c,Rv0492c,-1
Rv0767c,Rv0493c,-1
Rv0767c,Rv0494,-1
Rv0767c,Rv0581,-1
Rv0767c,Rv0634A,1
Rv0767c,Rv0643c,1
Rv0767c,Rv0776c,-1
Rv0767c,Rv0902c,-1
Rv0767c,Rv0903c,-1
Rv0767c,Rv0928,1
Rv0767c,Rv0989c,-1
Rv0767c,Rv1085c,-1
Rv0767c,Rv1086,-1
Rv0767c,Rv1097c,-1
Rv0767c,Rv1098c,-1
Rv0767c,Rv1099c,-1
Rv0767c,Rv1331,1
Rv0767c,Rv1367c,-1
Rv0767c,Rv1568,1
Rv0767c,Rv1820,-1
Rv0767c,Rv1848,1
Rv0767c,Rv1849,1
Rv0767c,Rv1852,-1
Rv0767c,Rv1853,-1
Rv0767c,Rv1908c,-1
Rv0767c,Rv1994c,1
Rv0767c,Rv2047c,-1
Rv0767c,Rv2048c,-1
Rv0767c,Rv2049c,-1
Rv0767c,Rv2050,-1
Rv0767c,Rv2058c,-1
Rv0767c,Rv2250c,1
Rv0767c,Rv2526,-1
Rv0767c,Rv2527,-1
Rv0767c,Rv2638,-1
Rv0767c,Rv2670c,-1
Rv0767c,Rv2671,1
Rv0767c,Rv2757c,1
Rv0767c,Rv2758c,1
Rv0767c,Rv2930,1
Rv0767c,Rv2931,1
Rv0767c,Rv2932,1
Rv0767c,Rv2933,1
Rv0767c,Rv2934,1
Rv0767c,Rv2936,1
Rv0767c,Rv2938,1
Rv0767c,Rv3196A,-1
Rv0767c,Rv3197,-1
Rv0767c,Rv3198A,1
Rv0767c,Rv3198c,-1
Rv0767c,Rv3493c,-1
Rv0767c,Rv3494c,-1
Rv0767c,Rv3495c,-1
Rv0767c,Rv3496c,-1
Rv0767c,Rv3497c,-1
Rv0767c,Rv3498c,-1
Rv0767c,Rv3524,-1
Rv0767c,Rv3625c,1
Rv0818,Rv0044c,1
Rv0818,Rv0244c,-1
Rv0818,Rv0252,1
Rv0818,Rv0253,1
Rv0818,Rv0501,1
Rv0818,Rv0502,1
Rv0818,Rv1322A,-1
Rv0818,Rv1386,-1
Rv0818,Rv1387,-1
Rv0818,Rv1542c,1
Rv0818,Rv1791,1
Rv0818,Rv3229c,1
Rv0818,Rv3384c,1
Rv0818,Rv3385c,1
Rv0818,Rv3386,-1
Rv0827c,Rv0827c,1
Rv0827c,Rv3660c,-1
Rv0880,Rv0690c,1
Rv0880,Rv0726c,-1
Rv0880,Rv1219c,1
Rv0880,Rv2172c,-1
Rv0880,Rv2590,-1
Rv0967,Rv0033,1
Rv0967,Rv0225,-1
Rv0967,Rv0284,1
Rv0967,Rv0285,1
Rv0967,Rv0286,1
Rv0967,Rv0296c,1
Rv0967,Rv0350,1
Rv0967,Rv0380c,-1
Rv0967,Rv0468,1
Rv0967,Rv0519c,1
Rv0967,Rv0554,1
Rv0967,Rv0574c,-1
Rv0967,Rv0652,1
Rv0967,Rv0729,1
Rv0967,Rv0730,1
Rv0967,Rv0747,1
Rv0967,Rv0867c,1
Rv0967,Rv0885,-1
Rv0967,Rv0886,-1
Rv0967,Rv0896,-1
Rv0967,Rv0941c,-1
Rv0967,Rv0967,1
Rv0967,Rv1003,-1
Rv0967,Rv1103c,1
Rv0967,Rv1191,-1
Rv0967,Rv1382,-1
Rv0967,Rv1386,1
Rv0967,Rv1490,1
Rv0967,Rv1624c,1
Rv0967,Rv1657,-1
Rv0967,Rv1671,-1
Rv0967,Rv1716,1
Rv0967,Rv1724c,-1
Rv0967,Rv1725c,-1
Rv0967,Rv1739c,-1
Rv0967,Rv1746,-1
Rv0967,Rv1898,-1
Rv0967,Rv1964,-1
Rv0967,Rv2064,-1
Rv0967,Rv2102,1
Rv0967,Rv2160c,-1
Rv0967,Rv2401,-1
Rv0967,Rv2441c,1
Rv0967,Rv2507,-1
Rv0967,Rv2551c,-1
Rv0967,Rv2582,1
Rv0967,Rv2668,-1
Rv0967,Rv2669,-1
Rv0967,Rv2705c,-1
Rv0967,Rv2922A,-1
Rv0967,Rv2959c,1
Rv0967,Rv2960c,-1
Rv0967,Rv2962c,1
Rv0967,Rv3122,1
Rv0967,Rv3145,-1
Rv0967,Rv3146,-1
Rv0967,Rv3147,-1
Rv0967,Rv3148,-1
Rv0967,Rv3149,-1
Rv0967,Rv3150,-1
Rv0967,Rv3151,-1
Rv0967,Rv3152,-1
Rv0967,Rv3153,-1
Rv0967,Rv3154,-1
Rv0967,Rv3155,-1
Rv0967,Rv3156,-1
Rv0967,Rv3157,-1
Rv0967,Rv3158,-1
Rv0967,Rv3227,1
Rv0967,Rv3337,-1
Rv0967,Rv3338,-1
Rv0967,Rv3394c,-1
Rv0967,Rv3444c,-1
Rv0967,Rv3445c,-1
Rv0967,Rv3794,1
Rv0967,Rv3796,1
Rv0967,Rv3812,1
Rv0967,Rv3829c,1
Rv1019,Rv3229c,1
Rv1019,Rv3230c,1
Rv1019,Rv3574,1
Rv1033c,Rv0001,1
Rv1033c,Rv0002,1
Rv1033c,Rv0020c,-1
Rv1033c,Rv0023,1
Rv1033c,Rv0032,1
Rv1033c,Rv0033,1
Rv1033c,Rv0034,1
Rv1033c,Rv0035,1
Rv1033c,Rv0047c,1
Rv1033c,Rv0058,1
Rv1033c,Rv0077c,-1
Rv1033c,Rv0078,-1
Rv1033c,Rv0078A,-1
Rv1033c,Rv0112,1
Rv1033c,Rv0113,1
Rv1033c,Rv0114,1
Rv1033c,Rv0115,1
Rv1033c,Rv0155,-1
Rv1033c,Rv0156,-1
Rv1033c,Rv0157,-1
Rv1033c,Rv0165c,-1
Rv1033c,Rv0167,-1
Rv1033c,Rv0168,-1
Rv1033c,Rv0208c,1
Rv1033c,Rv0245,1
Rv1033c,Rv0254c,1
Rv1033c,Rv0269c,-1
Rv1033c,Rv0270,-1
Rv1033c,Rv0388c,-1
Rv1033c,Rv0413,-1
Rv1033c,Rv0426c,-1
Rv1033c,Rv0427c,1
Rv1033c,Rv0430,-1
Rv1033c,Rv0458,-1
Rv1033c,Rv0502,1
Rv1033c,Rv0568,-1
Rv1033c,Rv0586,1
Rv1033c,Rv0589,1
Rv1033c,Rv0590A,1
Rv1033c,Rv0594,1
Rv1033c,Rv0653c,1
Rv1033c,Rv0752c,1
Rv1033c,Rv0753c,1
Rv1033c,Rv0789c,-1
Rv1033c,Rv0839,1
Rv1033c,Rv0985c,-1
Rv1033c,Rv0987,1
Rv1033c,Rv0988,1
Rv1033c,Rv0996,-1
Rv1033c,Rv1013,-1
Rv1033c,Rv1018c,-1
Rv1033c,Rv1032c,-1
Rv1033c,Rv1033c,1
Rv1033c,Rv1048c,1
Rv1033c,Rv1157c,-1
Rv1033c,Rv1158c,-1
Rv1033c,Rv1159,1
Rv1033c,Rv1204c,-1
Rv1033c,Rv1205,-1
Rv1033c,Rv1221,-1
Rv1033c,Rv1230c,-1
Rv1033c,Rv1333,-1
Rv1033c,Rv1334,-1
Rv1033c,Rv1335,-1
Rv1033c,Rv1339,1
Rv1033c,Rv1374c,1
Rv1033c,Rv1375,-1
Rv1033c,Rv1386,-1
Rv1033c,Rv1387,-1
Rv1033c,Rv1460,1
Rv1033c,Rv1477,-1
Rv1033c,Rv1478,-1
Rv1033c,Rv1489,1
Rv1033c,Rv1489A,1
Rv1033c,Rv1503c,1
Rv1033c,Rv1504c,1
Rv1033c,Rv1509,1
Rv1033c,Rv1572c,1
Rv1033c,Rv1574,-1
Rv1033c,Rv1592c,1
Rv1033c,Rv1645c,1
Rv1033c,Rv1646,-1
Rv1033c,Rv1728c,-1
Rv1033c,Rv1803c,-1
Rv1033c,Rv1808,-1
Rv1033c,Rv1812c,-1
Rv1033c,Rv1857,1
Rv1033c,Rv1859,1
Rv1033c,Rv1873,1
Rv1033c,Rv1939,-1
Rv1033c,Rv1940,-1
Rv1033c,Rv1964,1
Rv1033c,Rv1979c,1
Rv1033c,Rv2010,1
Rv1033c,Rv2098c,1
Rv1033c,Rv2100,1
Rv1033c,Rv2107,1
Rv1033c,Rv2127,1
Rv1033c,Rv2128,1
Rv1033c,Rv2147c,-1
Rv1033c,Rv2153c,-1
Rv1033c,Rv2243,-1
Rv1033c,Rv2245,-1
Rv1033c,Rv2246,-1
Rv1033c,Rv2247,-1
Rv1033c,Rv2307A,1
Rv1033c,Rv2330c,-1
Rv1033c,Rv2332,-1
Rv1033c,Rv2376c,-1
Rv1033c,Rv2387,-1
Rv1033c,Rv2389c,1
Rv1033c,Rv2516c,1
Rv1033c,Rv2517c,1
Rv1033c,Rv2524c,-1
Rv1033c,Rv2525c,-1
Rv1033c,Rv2526,-1
Rv1033c,Rv2527,-1
Rv1033c,Rv2645,-1
Rv1033c,Rv2646,-1
Rv1033c,Rv2708c,-1
Rv1033c,Rv2709,-1
Rv1033c,Rv2713,-1
Rv1033c,Rv2847c,1
Rv1033c,Rv2905,-1
Rv1033c,Rv2930,1
Rv1033c,Rv2931,1
Rv1033c,Rv2932,1
Rv1033c,Rv2933,1
Rv1033c,Rv2937,1
Rv1033c,Rv2938,1
Rv1033c,Rv2952,-1
Rv1033c,Rv2987c,-1
Rv1033c,Rv2988c,-1
Rv1033c,Rv2989,-1
Rv1033c,Rv2990c,1
Rv1033c,Rv2991,-1
Rv1033c,Rv3017c,1
Rv1033c,Rv3018A,1
Rv1033c,Rv3019c,1
Rv1033c,Rv3020c,1
Rv1033c,Rv3034c,1
Rv1033c,Rv3035,-1
Rv1033c,Rv3062,1
Rv1033c,Rv3066,-1
Rv1033c,Rv3140,1
Rv1033c,Rv3143,1
Rv1033c,Rv3144c,1
Rv1033c,Rv3225c,-1
Rv1033c,Rv3229c,1
Rv1033c,Rv3236c,-1
Rv1033c,Rv3237c,-1
Rv1033c,Rv3251c,1
Rv1033c,Rv3252c,1
Rv1033c,Rv3288c,1
Rv1033c,Rv3289c,1
Rv1033c,Rv3290c,1
Rv1033c,Rv3357,1
Rv1033c,Rv3360,1
Rv1033c,Rv3406,1
Rv1033c,Rv3421c,-1
Rv1033c,Rv3422c,-1
Rv1033c,Rv3424c,1
Rv1033c,Rv3425,1
Rv1033c,Rv3488,1
Rv1033c,Rv3566c,-1
Rv1033c,Rv3571,1
Rv1033c,Rv3572,1
Rv1033c,Rv3588c,1
Rv1033c,Rv3646c,-1
Rv1033c,Rv3655c,1
Rv1033c,Rv3658c,1
Rv1033c,Rv3659c,1
Rv1033c,Rv3660c,1
Rv1033c,Rv3661,1
Rv1033c,Rv3681c,1
Rv1033c,Rv3706c,-1
Rv1033c,Rv3728,-1
Rv1033c,Rv3746c,1
Rv1033c,Rv3762c,-1
Rv1033c,Rv3765c,-1
Rv1033c,Rv3889c,1
Rv1033c,Rv3902c,1
Rv1033c,Rv3924c,1
Rv1049,Rv0005,1
Rv1049,Rv0033,-1
Rv1049,Rv0055,1
Rv1049,Rv0056,1
Rv1049,Rv0057,1
Rv1049,Rv0144,-1
Rv1049,Rv0155,1
Rv1049,Rv0156,1
Rv1049,Rv0157,1
Rv1049,Rv0167,-1
Rv1049,Rv0168,-1
Rv1049,Rv0169,-1
Rv1049,Rv0170,-1
Rv1049,Rv0171,-1
Rv1049,Rv0172,-1
Rv1049,Rv0173,-1
Rv1049,Rv0174,-1
Rv1049,Rv0175,-1
Rv1049,Rv0176,-1
Rv1049,Rv0177,-1
Rv1049,Rv0178,-1
Rv1049,Rv0241c,-1
Rv1049,Rv0242c,-1
Rv1049,Rv0344c,-1
Rv1049,Rv0476,-1
Rv1049,Rv0549c,-1
Rv1049,Rv0550c,-1
Rv1049,Rv0635,1
Rv1049,Rv0687,1
Rv1049,Rv0688,-1
Rv1049,Rv0700,1
Rv1049,Rv0701,1
Rv1049,Rv0702,1
Rv1049,Rv0703,1
Rv1049,Rv0705,1
Rv1049,Rv0706,1
Rv1049,Rv0707,1
Rv1049,Rv0708,1
Rv1049,Rv0709,1
Rv1049,Rv0710,1
Rv1049,Rv0730,-1
Rv1049,Rv1049,1
Rv1049,Rv1050,-1
Rv1049,Rv1075c,-1
Rv1049,Rv1094,-1
Rv1049,Rv1177,-1
Rv1049,Rv1178,-1
Rv1049,Rv1210,1
Rv1049,Rv1212c,1
Rv1049,Rv1277,-1
Rv1049,Rv1278,-1
Rv1049,Rv1279,-1
Rv1049,Rv1339,-1
Rv1049,Rv1566c,-1
Rv1049,Rv1585c,-1
Rv1049,Rv1586c,-1
Rv1049,Rv1588c,1
Rv1049,Rv1653,-1
Rv1049,Rv1657,-1
Rv1049,Rv1780,-1
Rv1049,Rv1851,-1
Rv1049,Rv1853,-1
Rv1049,Rv1901,1
Rv1049,Rv1985c,-1
Rv1049,Rv1986,1
Rv1049,Rv2052c,1
Rv1049,Rv2053c,1
Rv1049,Rv2107,1
Rv1049,Rv2146c,1
Rv1049,Rv2147c,-1
Rv1049,Rv2224c,1
Rv1049,Rv2271,-1
Rv1049,Rv2438A,-1
Rv1049,Rv2646,1
Rv1049,Rv2720,-1
Rv1049,Rv2737A,1
Rv1049,Rv2839c,-1
Rv1049,Rv2930,1
Rv1049,Rv2931,1
Rv1049,Rv2932,1
Rv1049,Rv2933,1
Rv1049,Rv2934,1
Rv1049,Rv2935,1
Rv1049,Rv2936,1
Rv1049,Rv2937,1
Rv1049,Rv2938,1
Rv1049,Rv2941,1
Rv1049,Rv2942,1
Rv1049,Rv2952,1
Rv1049,Rv2953,1
Rv1049,Rv2987c,1
Rv1049,Rv2988c,1
Rv1049,Rv2989,1
Rv1049,Rv3103c,1
Rv1049,Rv3104c,1
Rv1049,Rv3105c,1
Rv1049,Rv3579c,-1
Rv1049,Rv3605c,-1
Rv1049,Rv3608c,-1
Rv1049,Rv3610c,-1
Rv1049,Rv3660c,-1
Rv1049,Rv3674c,1
Rv1049,Rv3714c,1
Rv1049,Rv3719,1
Rv1049,Rv3849,1
Rv1049,Rv3862c,1
Rv1167c,Rv0711,-1
Rv1167c,Rv1168c,-1
Rv1167c,Rv1169c,-1
Rv1167c,Rv1170,1
Rv1167c,Rv1870c,1
Rv1167c,Rv3646c,-1
Rv1167c,Rv3864,1
Rv1176c,Rv1175c,-1
Rv1176c,Rv1176c,1
Rv1186c,Rv1186c,1
Rv1186c,Rv1187,-1
Rv1186c,Rv1188,-1
Rv1186c,Rv3269,-1
Rv1186c,Rv3270,-1
Rv1189,Rv0069c,1
Rv1189,Rv0070c,1
Rv1189,Rv0167,1
Rv1189,Rv0168,1
Rv1189,Rv0169,1
Rv1189,Rv0170,1
Rv1189,Rv0171,1
Rv1189,Rv0172,1
Rv1189,Rv0173,1
