TF,Target,Sign
Rv1189,Rv0174,1
Rv1189,Rv0467,-1
Rv1189,Rv1116,-1
Rv1189,Rv1585c,-1
Rv1189,Rv1588c,-1
Rv1189,Rv1963c,-1
Rv1189,Rv2107,-1
Rv1189,Rv3289c,-1
Rv1189,Rv3290c,-1
Rv1189,Rv3747,1
Rv1219c,Rv0302,1
Rv1219c,Rv0384c,-1
Rv1219c,Rv1215c,-1
Rv1219c,Rv1216c,-1
Rv1219c,Rv1217c,-1
Rv1219c,Rv1218c,-1
Rv1219c,Rv1219c,1
Rv1219c,Rv1249c,-1
Rv1219c,Rv1250,-1
Rv1219c,Rv1386,1
Rv1219c,Rv1387,1
Rv1219c,Rv2292c,-1
Rv1219c,Rv2729c,-1
Rv1219c,Rv2730,-1
Rv1219c,Rv2883c,-1
Rv1219c,Rv2910c,-1
Rv1219c,Rv2915c,-1
Rv1219c,Rv2916c,-1
Rv1219c,Rv2922c,-1
Rv1219c,Rv3231c,1
Rv1219c,Rv3234c,-1
Rv1219c,Rv3528c,-1
Rv1219c,Rv3714c,1
Rv1255c,Rv0455c,1
Rv1255c,Rv0634A,1
Rv1255c,Rv0634c,-1
Rv1255c,Rv0768,1
Rv1255c,Rv0769,1
Rv1255c,Rv0890c,1
Rv1255c,Rv0891c,1
Rv1255c,Rv0950c,-1
Rv1255c,Rv1255c,1
Rv1255c,Rv1256c,-1
Rv1255c,Rv1776c,-1
Rv1255c,Rv2243,-1
Rv1255c,Rv2300c,-1
Rv1255c,Rv2338c,1
Rv1255c,Rv2638,-1
Rv1255c,Rv3249c,-1
Rv1255c,Rv3251c,-1
Rv1255c,Rv3252c,-1
Rv1255c,Rv3706c,-1
Rv1287,Rv1285,1
Rv1287,Rv1286,1
Rv1332,Rv2307B,1
Rv1332,Rv3425,-1
Rv1353c,Rv0014c,1
Rv1353c,Rv0055,-1
Rv1353c,Rv0056,-1
Rv1353c,Rv0057,-1
Rv1353c,Rv0058,-1
Rv1353c,Rv0100,1
Rv1353c,Rv0101,1
Rv1353c,Rv0107c,-1
Rv1353c,Rv0119,-1
Rv1353c,Rv0136,-1
Rv1353c,Rv0155,-1
Rv1353c,Rv0156,-1
Rv1353c,Rv0157,-1
Rv1353c,Rv0167,-1
Rv1353c,Rv0168,-1
Rv1353c,Rv0183,-1
Rv1353c,Rv0238,-1
Rv1353c,Rv0252,1
Rv1353c,Rv0253,1
Rv1353c,Rv0272c,1
Rv1353c,Rv0273c,1
Rv1353c,Rv0283,-1
Rv1353c,Rv0284,-1
Rv1353c,Rv0293c,1
Rv1353c,Rv0303,1
Rv1353c,Rv0316,-1
Rv1353c,Rv0350,-1
Rv1353c,Rv0351,-1
Rv1353c,Rv0352,-1
Rv1353c,Rv0353,-1
Rv1353c,Rv0356c,1
Rv1353c,Rv0359,-1
Rv1353c,Rv0387c,1
Rv1353c,Rv0404,-1
Rv1353c,Rv0421c,1
Rv1353c,Rv0431,-1
Rv1353c,Rv0455c,-1
Rv1353c,Rv0474,1
Rv1353c,Rv0481c,-1
Rv1353c,Rv0509,-1
Rv1353c,Rv0537c,-1
Rv1353c,Rv0548c,-1
Rv1353c,Rv0586,-1
Rv1353c,Rv0605,-1
Rv1353c,Rv0731c,-1
Rv1353c,Rv0732,-1
Rv1353c,Rv0737,-1
Rv1353c,Rv0777,-1
Rv1353c,Rv0778,-1
Rv1353c,Rv0787A,1
Rv1353c,Rv0788,1
Rv1353c,Rv0810c,-1
Rv1353c,Rv0867c,-1
Rv1353c,Rv0931c,1
Rv1353c,Rv0947c,-1
Rv1353c,Rv0998,-1
Rv1353c,Rv1025,1
Rv1353c,Rv1026,1
Rv1353c,Rv1032c,1
Rv1353c,Rv1033c,1
Rv1353c,Rv1043c,-1
Rv1353c,Rv1078,-1
Rv1353c,Rv1079,-1
Rv1353c,Rv1106c,-1
Rv1353c,Rv1107c,-1
Rv1353c,Rv1108c,-1
Rv1353c,Rv1109c,-1
Rv1353c,Rv1161,1
Rv1353c,Rv1162,1
Rv1353c,Rv1173,-1
Rv1353c,Rv1181,1
Rv1353c,Rv1182,1
Rv1353c,Rv1183,1
Rv1353c,Rv1205,-1
Rv1353c,Rv1207,-1
Rv1353c,Rv1208,-1
Rv1353c,Rv1210,1
Rv1353c,Rv1215c,1
Rv1353c,Rv1278,1
Rv1353c,Rv1279,1
Rv1353c,Rv1280c,1
Rv1353c,Rv1281c,1
Rv1353c,Rv1283c,1
Rv1353c,Rv1334,1
Rv1353c,Rv1336,1
Rv1353c,Rv1360,-1
Rv1353c,Rv1362c,1
Rv1353c,Rv1363c,1
Rv1353c,Rv1375,1
Rv1353c,Rv1376,1
Rv1353c,Rv1399c,-1
Rv1353c,Rv1401,-1
Rv1353c,Rv1408,1
Rv1353c,Rv1409,1
Rv1353c,Rv1413,1
Rv1353c,Rv1414,1
Rv1353c,Rv1425,1
Rv1353c,Rv1442,1
Rv1353c,Rv1483,-1
Rv1353c,Rv1484,-1
Rv1353c,Rv1485,-1
Rv1353c,Rv1493,1
Rv1353c,Rv1538c,-1
Rv1353c,Rv1539,-1
Rv1353c,Rv1540,-1
Rv1353c,Rv1557,1
Rv1353c,Rv1560,-1
Rv1353c,Rv1561,-1
Rv1353c,Rv1562c,1
Rv1353c,Rv1563c,1
Rv1353c,Rv1564c,1
Rv1353c,Rv1567c,-1
Rv1353c,Rv1637c,-1
Rv1353c,Rv1690,-1
Rv1353c,Rv1691,-1
Rv1353c,Rv1692,-1
Rv1353c,Rv1706c,1
Rv1353c,Rv1791,-1
Rv1353c,Rv1855c,-1
Rv1353c,Rv1856c,-1
Rv1353c,Rv1857,-1
Rv1353c,Rv1858,-1
Rv1353c,Rv1859,-1
Rv1353c,Rv1875,1
Rv1353c,Rv1908c,1
Rv1353c,Rv1909c,1
Rv1353c,Rv1919c,-1
Rv1353c,Rv1920,-1
Rv1353c,Rv1964,1
Rv1353c,Rv1965,1
Rv1353c,Rv1966,1
Rv1353c,Rv1967,1
Rv1353c,Rv1968,1
Rv1353c,Rv1969,1
Rv1353c,Rv1970,1
Rv1353c,Rv1971,1
Rv1353c,Rv1972,1
Rv1353c,Rv1974,1
Rv1353c,Rv2007c,-1
Rv1353c,Rv2062c,-1
Rv1353c,Rv2067c,-1
Rv1353c,Rv2068c,-1
Rv1353c,Rv2143,1
Rv1353c,Rv2153c,-1
Rv1353c,Rv2154c,-1
Rv1353c,Rv2157c,1
Rv1353c,Rv2158c,1
Rv1353c,Rv2159c,1
Rv1353c,Rv2203,-1
Rv1353c,Rv2214c,-1
Rv1353c,Rv2222c,-1
Rv1353c,Rv2232,-1
Rv1353c,Rv2234,-1
Rv1353c,Rv2235,-1
Rv1353c,Rv2250c,-1
Rv1353c,Rv2330c,-1
Rv1353c,Rv2331,1
Rv1353c,Rv2331A,1
Rv1353c,Rv2332,1
Rv1353c,Rv2334,-1
Rv1353c,Rv2335,-1
Rv1353c,Rv2452c,1
Rv1353c,Rv2453c,1
Rv1353c,Rv2454c,1
Rv1353c,Rv2455c,1
Rv1353c,Rv2563,-1
Rv1353c,Rv2564,-1
Rv1353c,Rv2565,1
Rv1353c,Rv2566,1
Rv1353c,Rv2567,-1
Rv1353c,Rv2568c,1
Rv1353c,Rv2576c,-1
Rv1353c,Rv2577,1
Rv1353c,Rv2579,-1
Rv1353c,Rv2642,1
Rv1353c,Rv2656c,1
Rv1353c,Rv2657c,1
Rv1353c,Rv2659c,1
Rv1353c,Rv2663,1
Rv1353c,Rv2664,1
Rv1353c,Rv2668,1
Rv1353c,Rv2669,1
Rv1353c,Rv2713,-1
Rv1353c,Rv2731,-1
Rv1353c,Rv2746c,-1
Rv1353c,Rv2747,-1
Rv1353c,Rv2765,1
Rv1353c,Rv2778c,-1
Rv1353c,Rv2779c,-1
Rv1353c,Rv2780,1
Rv1353c,Rv2798c,-1
Rv1353c,Rv2800,1
Rv1353c,Rv2846c,-1
Rv1353c,Rv2881c,1
Rv1353c,Rv2882c,1
Rv1353c,Rv2945c,-1
Rv1353c,Rv3027c,-1
Rv1353c,Rv3044,-1
Rv1353c,Rv3060c,-1
Rv1353c,Rv3093c,-1
Rv1353c,Rv3094c,-1
Rv1353c,Rv3095,-1
Rv1353c,Rv3110,-1
Rv1353c,Rv3111,-1
Rv1353c,Rv3132c,1
Rv1353c,Rv3133c,1
Rv1353c,Rv3162c,1
Rv1353c,Rv3163c,1
Rv1353c,Rv3164c,1
Rv1353c,Rv3165c,1
Rv1353c,Rv3166c,1
Rv1353c,Rv3203,1
Rv1353c,Rv3225c,-1
Rv1353c,Rv3227,-1
Rv1353c,Rv3230c,1
Rv1353c,Rv3231c,-1
Rv1353c,Rv3232c,-1
Rv1353c,Rv3376,-1
Rv1353c,Rv3383c,-1
Rv1353c,Rv3384c,-1
Rv1353c,Rv3385c,-1
Rv1353c,Rv3386,1
Rv1353c,Rv3387,1
Rv1353c,Rv3405c,-1
Rv1353c,Rv3407,-1
Rv1353c,Rv3408,-1
Rv1353c,Rv3426,-1
Rv1353c,Rv3442c,-1
Rv1353c,Rv3443c,-1
Rv1353c,Rv3463,-1
Rv1353c,Rv3489,-1
Rv1353c,Rv3490,-1
Rv1353c,Rv3524,1
Rv1353c,Rv3526,-1
Rv1353c,Rv3527,-1
Rv1353c,Rv3540c,1
Rv1353c,Rv3541c,1
Rv1353c,Rv3542c,1
Rv1353c,Rv3543c,1
Rv1353c,Rv3544c,1
Rv1353c,Rv3545c,1
Rv1353c,Rv3566c,1
Rv1353c,Rv3567c,1
Rv1353c,Rv3568c,1
Rv1353c,Rv3569c,1
Rv1353c,Rv3570c,1
Rv1353c,Rv3582c,1
Rv1353c,Rv3598c,-1
Rv1353c,Rv3599c,-1
Rv1353c,Rv3600c,-1
Rv1353c,Rv3601c,-1
Rv1353c,Rv3602c,-1
Rv1353c,Rv3603c,-1
Rv1353c,Rv3616c,1
Rv1353c,Rv3641c,1
Rv1353c,Rv3645,-1
Rv1353c,Rv3660c,-1
Rv1353c,Rv3661,-1
Rv1353c,Rv3682,-1
Rv1353c,Rv3728,-1
Rv1353c,Rv3752c,-1
Rv1353c,Rv3753c,-1
Rv1353c,Rv3813c,-1
Rv1353c,Rv3814c,-1
Rv1353c,Rv3815c,-1
Rv1353c,Rv3816c,-1
Rv1353c,Rv3817,1
Rv1353c,Rv3824c,1
Rv1353c,Rv3825c,1
Rv1353c,Rv3860,-1
Rv1353c,Rv3861,-1
Rv1353c,Rv3884c,1
Rv1353c,Rv3902c,1
Rv1353c,Rv3922c,1
Rv1353c,Rv3924c,1
Rv1359,Rv1359,1
Rv1379,Rv1573,1
Rv1395,Rv1395,1
Rv1395,Rv1870c,-1
Rv1404,Rv0244c,-1
Rv1404,Rv0576,1
Rv1404,Rv0746,-1
Rv1404,Rv0747,-1
Rv1404,Rv0849,1
Rv1404,Rv0850,1
Rv1404,Rv1094,-1
Rv1404,Rv1116,1
Rv1404,Rv1137c,1
Rv1404,Rv1139c,-1
Rv1404,Rv1255c,1
Rv1404,Rv1256c,1
Rv1404,Rv1337,-1
Rv1404,Rv1375,-1
Rv1404,Rv1376,-1
Rv1404,Rv1386,-1
Rv1404,Rv1387,-1
Rv1404,Rv1403c,-1
Rv1404,Rv1404,1
Rv1404,Rv1405c,-1
Rv1404,Rv1441c,-1
Rv1404,Rv1442,1
Rv1404,Rv1730c,1
Rv1404,Rv1731,-1
Rv1404,Rv2389c,-1
Rv1404,Rv2390c,-1
Rv1404,Rv2549c,-1
Rv1404,Rv2550c,-1
Rv1404,Rv2555c,1
Rv1404,Rv2956,-1
Rv1404,Rv3574,1
Rv1404,Rv3746c,-1
Rv1404,Rv3747,-1
Rv1423,Rv0011c,1
Rv1423,Rv0081,-1
Rv1423,Rv0082,-1
Rv1423,Rv0083,-1
Rv1423,Rv0084,-1
Rv1423,Rv0085,-1
Rv1423,Rv0086,-1
Rv1423,Rv0088,1
Rv1423,Rv0153c,-1
Rv1423,Rv0154c,-1
Rv1423,Rv0229c,1
Rv1423,Rv0232,1
Rv1423,Rv0233,1
Rv1423,Rv0430,1
Rv1423,Rv0431,1
Rv1423,Rv0447c,1
Rv1423,Rv0519c,1
Rv1423,Rv0959,1
Rv1423,Rv1011,-1
Rv1423,Rv1012,-1
Rv1423,Rv1145,1
Rv1423,Rv1148c,-1
Rv1423,Rv1221,-1
Rv1423,Rv1255c,1
Rv1423,Rv1256c,1
Rv1423,Rv1274,-1
Rv1423,Rv1275,-1
Rv1423,Rv1319c,1
Rv1423,Rv1320c,1
Rv1423,Rv1360,-1
Rv1423,Rv1456c,-1
Rv1423,Rv1503c,1
Rv1423,Rv1504c,1
Rv1423,Rv1547,1
Rv1423,Rv1582c,1
Rv1423,Rv1584c,1
Rv1423,Rv1768,1
Rv1423,Rv1845c,-1
Rv1423,Rv1954c,-1
Rv1423,Rv2074,1
Rv1423,Rv2118c,-1
Rv1423,Rv2119,-1
Rv1423,Rv2311,-1
Rv1423,Rv2350c,-1
Rv1423,Rv2376c,-1
Rv1423,Rv2458,1
Rv1423,Rv2562,1
Rv1423,Rv2567,1
Rv1423,Rv2586c,-1
Rv1423,Rv2592c,-1
Rv1423,Rv2593c,-1
Rv1423,Rv2594c,-1
Rv1423,Rv2644c,1
Rv1423,Rv2698,-1
Rv1423,Rv2732c,-1
Rv1423,Rv2733c,-1
Rv1423,Rv2871,1
Rv1423,Rv2923c,-1
Rv1423,Rv2927c,-1
Rv1423,Rv2928,1
Rv1423,Rv3094c,1
Rv1423,Rv3194c,-1
Rv1423,Rv3195,1
Rv1423,Rv3198c,1
Rv1423,Rv3208A,-1
Rv1423,Rv3259,-1
Rv1423,Rv3424c,1
Rv1423,Rv3425,1
Rv1423,Rv3429,1
Rv1423,Rv3479,1
Rv1423,Rv3587c,-1
Rv1423,Rv3604c,-1
Rv1423,Rv3659c,1
Rv1423,Rv3715c,-1
Rv1423,Rv3749c,1
Rv1423,Rv3750c,1
Rv1423,Rv3765c,1
Rv1460,Rv1460,1
Rv1460,Rv1461,-1
Rv1460,Rv1462,-1
Rv1460,Rv1463,-1
Rv1460,Rv1464,-1
Rv1460,Rv1465,-1
Rv1460,Rv1466,-1
Rv1473A,Rv0003,1
Rv1473A,Rv0759c,-1
Rv1473A,Rv1237,-1
Rv1473A,Rv1238,-1
Rv1473A,Rv1685c,-1
Rv1473A,Rv1686c,-1
Rv1473A,Rv1806,-1
Rv1473A,Rv1807,-1
Rv1473A,Rv1918c,1
Rv1473A,Rv2025c,-1
Rv1473A,Rv2518c,-1
Rv1473A,Rv2805,-1
Rv1473A,Rv3118,-1
Rv1473A,Rv3718c,-1
Rv1473A,Rv3737,-1
Rv1473A,Rv3763,-1
Rv1556,Rv1556,1
Rv1556,Rv1557,-1
Rv1556,Rv1573,1
Rv1657,Rv1652,1
Rv1657,Rv1653,1
Rv1657,Rv1654,1
Rv1657,Rv1655,1
Rv1657,Rv1656,1
Rv1657,Rv1657,1
Rv1657,Rv1658,1
Rv1674c,Rv0324,-1
Rv1674c,Rv0325,-1
Rv1674c,Rv0326,-1
Rv1674c,Rv1673c,-1
Rv1674c,Rv1674c,1
Rv1674c,Rv2319c,-1
Rv1674c,Rv2320c,-1
Rv1674c,Rv2321c,-1
Rv1674c,Rv2322c,-1
Rv1674c,Rv2323c,-1
Rv1675c,Rv1670,-1
Rv1719,Rv0081,1
Rv1719,Rv0082,1
Rv1719,Rv0083,1
Rv1719,Rv0087,1
Rv1719,Rv0167,1
Rv1719,Rv0168,1
Rv1719,Rv0169,1
Rv1719,Rv0170,1
Rv1719,Rv0171,1
Rv1719,Rv0172,1
Rv1719,Rv0173,1
Rv1719,Rv0174,1
Rv1719,Rv0280,1
Rv1719,Rv0428c,-1
Rv1719,Rv0429c,-1
Rv1719,Rv0599c,1
Rv1719,Rv0687,1
Rv1719,Rv0688,1
Rv1719,Rv1640c,-1
Rv1719,Rv1715,-1
Rv1719,Rv1716,-1
Rv1719,Rv1717,-1
Rv1719,Rv1816,1
Rv1719,Rv2452c,1
Rv1719,Rv2488c,1
Rv1719,Rv2489c,1
Rv1719,Rv2570,-1
Rv1719,Rv2989,-1
Rv1719,Rv3067,-1
Rv1719,Rv3302c,-1
Rv1719,Rv3303c,-1
Rv1719,Rv3357,1
Rv1719,Rv3358,1
Rv1719,Rv3386,1
Rv1719,Rv3685c,1
Rv1719,Rv3725,-1
Rv1773c,Rv1773c,1
Rv1773c,Rv1774,-1
Rv1773c,Rv1775,-1
Rv1776c,Rv0019c,1
Rv1776c,Rv0040c,-1
Rv1776c,Rv0049,-1
Rv1776c,Rv0103c,-1
Rv1776c,Rv0114,-1
Rv1776c,Rv0115,-1
Rv1776c,Rv0121c,-1
Rv1776c,Rv0167,-1
Rv1776c,Rv0168,-1
Rv1776c,Rv0169,-1
Rv1776c,Rv0170,-1
Rv1776c,Rv0171,-1
Rv1776c,Rv0172,-1
Rv1776c,Rv0173,-1
Rv1776c,Rv0208c,1
Rv1776c,Rv0211,-1
Rv1776c,Rv0224c,1
Rv1776c,Rv0250c,-1
Rv1776c,Rv0269c,-1
Rv1776c,Rv0270,-1
Rv1776c,Rv0275c,-1
Rv1776c,Rv0276,-1
Rv1776c,Rv0282,1
Rv1776c,Rv0283,1
Rv1776c,Rv0284,1
Rv1776c,Rv0286,1
Rv1776c,Rv0338c,-1
Rv1776c,Rv0366c,1
Rv1776c,Rv0367c,1
Rv1776c,Rv0407,-1
Rv1776c,Rv0408,-1
Rv1776c,Rv0409,-1
Rv1776c,Rv0424c,-1
Rv1816,Rv0053,-1
Rv1816,Rv0142,1
Rv1816,Rv0167,-1
Rv1816,Rv0168,-1
Rv1816,Rv0169,-1
Rv1816,Rv0170,-1
Rv1816,Rv0171,-1
Rv1816,Rv0172,-1
Rv1816,Rv0173,-1
Rv1816,Rv0174,-1
Rv1816,Rv0232,-1
Rv1816,Rv0444c,1
Rv1816,Rv0495c,1
Rv1816,Rv0551c,1
Rv1816,Rv0552,1
Rv1816,Rv0553,1
Rv1816,Rv0586,-1
Rv1816,Rv0629c,1
Rv1816,Rv0631c,1
Rv1816,Rv0663,1
Rv1816,Rv0664,1
Rv1816,Rv0665,1
Rv1816,Rv0770,1
Rv1816,Rv0771,1
Rv1816,Rv0875c,1
Rv1816,Rv0933,-1
Rv1816,Rv0996,1
Rv1816,Rv1064c,1
Rv1816,Rv1065,1
Rv1816,Rv1066,1
Rv1816,Rv1114,1
Rv1816,Rv1270c,1
Rv1816,Rv1288,1
Rv1816,Rv1334,1
Rv1816,Rv1335,1
Rv1816,Rv1413,1
Rv1816,Rv1414,1
Rv1816,Rv1458c,1
Rv1816,Rv1460,1
Rv1816,Rv1461,1
Rv1816,Rv1462,1
Rv1816,Rv1463,1
Rv1816,Rv1500,1
Rv1816,Rv1670,1
Rv1816,Rv1671,1
Rv1816,Rv1816,1
Rv1816,Rv1885c,1
Rv1816,Rv1896c,1
Rv1816,Rv1992c,1
Rv1816,Rv1993c,1
Rv1816,Rv2163c,1
Rv1816,Rv2164c,1
Rv1816,Rv2174,-1
Rv1816,Rv2322c,1
Rv1816,Rv2323c,1
Rv1816,Rv2377c,1
Rv1816,Rv2382c,1
Rv1816,Rv2383c,1
Rv1816,Rv2495c,1
Rv1816,Rv2496c,1
Rv1816,Rv2497c,1
Rv1816,Rv2498c,1
Rv1816,Rv2558,1
Rv1816,Rv2630,1
Rv1816,Rv2656c,-1
Rv1816,Rv2657c,-1
Rv1816,Rv2658c,1
Rv1816,Rv2659c,1
Rv1816,Rv2848c,1
Rv1816,Rv2850c,1
Rv1816,Rv2884,1
Rv1816,Rv2930,-1
Rv1816,Rv2931,-1
Rv1816,Rv2932,-1
Rv1816,Rv2933,-1
Rv1816,Rv2934,-1
Rv1816,Rv2935,-1
Rv1816,Rv2936,-1
Rv1816,Rv2937,-1
Rv1816,Rv2938,-1
Rv1816,Rv3015c,1
Rv1816,Rv3116,1
Rv1816,Rv3119,1
Rv1816,Rv3272,1
Rv1816,Rv3384c,-1
Rv1816,Rv3385c,-1
Rv1816,Rv3463,1
Rv1816,Rv3504,1
Rv1816,Rv3505,1
Rv1816,Rv3509c,1
Rv1816,Rv3534c,1
Rv1816,Rv3535c,1
Rv1816,Rv3613c,1
Rv1816,Rv3714c,-1
Rv1816,Rv3741c,-1
Rv1816,Rv3742c,-1
Rv1816,Rv3789,-1
Rv1816,Rv3902c,1
Rv1816,Rv3905c,-1
Rv1828,Rv0307c,1
Rv1828,Rv0308,1
Rv1828,Rv1141c,1
Rv1828,Rv2148c,1
Rv1828,Rv2149c,1
Rv1828,Rv2150c,1
Rv1828,Rv2742c,-1
Rv1846c,Rv0524,-1
Rv1846c,Rv0525,-1
Rv1846c,Rv0526,-1
Rv1846c,Rv0527,-1
Rv1846c,Rv0528,-1
Rv1846c,Rv0529,-1
Rv1846c,Rv1451,-1
Rv1846c,Rv1456c,-1
Rv1846c,Rv1622c,-1
Rv1846c,Rv1623c,-1
Rv1846c,Rv2069,-1
Rv1846c,Rv3921c,-1
Rv1846c,Rv3922c,-1
Rv1956,Rv0824c,-1
Rv1956,Rv0905,-1
Rv1956,Rv0906,-1
Rv1956,Rv1503c,1
Rv1956,Rv1504c,1
Rv1956,Rv1786,1
Rv1956,Rv1954c,-1
Rv1956,Rv1964,1
Rv1956,Rv1965,1
Rv1956,Rv2219A,-1
Rv1956,Rv2349c,1
Rv1956,Rv2787,1
Rv1956,Rv3083,1
Rv1956,Rv3084,1
Rv1956,Rv3085,1
Rv1956,Rv3086,1
Rv1956,Rv3087,1
Rv1956,Rv3088,1
Rv1956,Rv3089,1
Rv1985c,Rv0081,-1
Rv1985c,Rv0082,-1
Rv1985c,Rv0083,-1
Rv1985c,Rv0084,-1
Rv1985c,Rv0085,-1
Rv1985c,Rv0086,-1
Rv1985c,Rv0087,-1
Rv1985c,Rv0088,-1
Rv1985c,Rv0167,1
Rv1985c,Rv0168,1
Rv1985c,Rv0171,1
Rv1985c,Rv0172,1
Rv1985c,Rv0173,1
Rv1985c,Rv0174,1
Rv1985c,Rv0324,1
Rv1985c,Rv0347,-1
Rv1985c,Rv0348,-1
Rv1985c,Rv0349,-1
Rv1985c,Rv0507,-1
Rv1985c,Rv0571c,-1
Rv1985c,Rv0572c,-1
Rv1985c,Rv0859,1
Rv1985c,Rv0860,1
Rv1985c,Rv1032c,-1
Rv1985c,Rv1033c,-1
Rv1985c,Rv1131,1
Rv1985c,Rv1161,1
Rv1985c,Rv1162,1
Rv1985c,Rv1374c,1
Rv1985c,Rv1435c,1
Rv1985c,Rv1646,-1
Rv1985c,Rv1691,1
Rv1985c,Rv1814,-1
Rv1985c,Rv1985c,1
Rv1985c,Rv2004c,-1
Rv1985c,Rv2005c,-1
Rv1985c,Rv2006,-1
Rv1985c,Rv2056c,1
Rv1985c,Rv2059,1
Rv1985c,Rv2060,1
Rv1985c,Rv2107,-1
Rv1985c,Rv2137c,1
Rv1985c,Rv2243,1
Rv1985c,Rv2307B,-1
Rv1985c,Rv2346c,1
Rv1985c,Rv2387,-1
Rv1985c,Rv2486,-1
Rv1985c,Rv2493,1
Rv1985c,Rv2494,1
Rv1985c,Rv2550c,1
Rv1985c,Rv2626c,-1
Rv1985c,Rv2628,-1
Rv1985c,Rv2656c,1
Rv1985c,Rv2657c,1
Rv1985c,Rv2658c,-1
Rv1985c,Rv2659c,-1
Rv1985c,Rv2722,1
Rv1985c,Rv2729c,-1
Rv1985c,Rv2816c,1
Rv1985c,Rv2817c,1
Rv1985c,Rv2864c,-1
Rv1985c,Rv3019c,-1
Rv1985c,Rv3131,1
Rv1985c,Rv3144c,1
Rv1985c,Rv3251c,-1
Rv1985c,Rv3289c,1
Rv1985c,Rv3566c,-1
